month,region,property_type,avg_price,avg_rent,sales_volume,inventory,construction_permits,employment_growth,interest_rate,median_income
2023-01-01,Calgary,Townhouse,483707.67,2564.94,806,2394,642,0.0074,0.0286,99195.39
2023-02-01,Calgary,Townhouse,488286.15,2310.14,672,2006,611,-0.0032,0.0238,100165.35
2023-03-01,Calgary,Townhouse,477599.9,1493.29,888,1889,558,0.0079,0.0269,99790.05
2023-04-01,Calgary,Townhouse,481902.29,2048.03,1026,1874,385,0.0068,0.026,98294.29
2023-05-01,Calgary,Townhouse,484218.26,2152.4,1288,1846,744,-0.004,0.0267,99582.28
2023-06-01,Calgary,Townhouse,480317.98,2943.47,1290,1806,330,0.0045,0.0277,98574.27
2023-07-01,Calgary,Townhouse,470835.14,2636.47,254,1885,679,0.0019,0.0245,101474.45
2023-08-01,Calgary,Townhouse,472676.34,2618.13,1395,1917,677,0.0073,0.0244,98148.38
2023-09-01,Calgary,Townhouse,466018.6,1643.28,1138,1888,520,0.0003,0.0258,99295.74
2023-10-01,Calgary,Townhouse,464614.04,2518.16,555,1988,594,0.0049,0.0279,99141.58
2023-11-01,Calgary,Townhouse,473967.16,1749.53,855,2409,649,0.0004,0.0248,99405.57
2023-12-01,Calgary,Townhouse,468300.37,2379.13,937,2182,594,0.0084,0.0275,98832.13
2024-01-01,Calgary,Townhouse,466254.74,1990.49,438,2262,219,0.0022,0.0281,102971.92
2024-02-01,Calgary,Townhouse,470335.85,1941.08,475,2537,545,0.0005,0.0267,102965.82
2024-03-01,Calgary,Townhouse,471529.23,1903.42,825,2417,316,-0.0035,0.0254,102109.21
2024-04-01,Calgary,Townhouse,460594.34,2187.41,895,2294,557,0.0047,0.0276,100491.45
2024-05-01,Calgary,Townhouse,456636.88,2156.33,877,2378,492,0.0041,0.0267,102898.04
2024-06-01,Calgary,Townhouse,464013.25,2172.61,854,2656,458,0.0067,0.029,102820.72
2024-07-01,Calgary,Townhouse,466470.69,2387.98,862,2885,566,-0.0032,0.0265,101051.98
2024-08-01,Calgary,Townhouse,472354.53,2817.96,990,2884,578,0.0019,0.0268,101883.65
2024-09-01,Calgary,Townhouse,457940.61,2214.87,918,3038,723,-0.0019,0.0292,101682.13
2024-10-01,Calgary,Townhouse,462240.49,1706.89,835,3012,776,0.0153,0.0273,101315.37
2024-11-01,Calgary,Townhouse,470915.43,2238.11,1142,3044,516,0.0087,0.0238,102370.3
2024-12-01,Calgary,Townhouse,466561.7,2328.01,749,3008,556,-0.0093,0.0298,100736.33
2025-01-01,Calgary,Townhouse,457228.02,2045.76,671,3042,637,-0.0054,0.0251,103824.31
2025-02-01,Calgary,Townhouse,450860.27,1671.53,659,3410,519,-0.0022,0.03,102688.75
2025-03-01,Calgary,Townhouse,462160.03,2632.49,1138,3428,555,0.0118,0.0282,104560.15
2025-04-01,Calgary,Townhouse,468556.1,1507.53,1216,3512,528,0.0071,0.0282,103462.64
2025-05-01,Calgary,Townhouse,471366.38,2254.93,923,3496,563,-0.0018,0.0278,105188.77
2025-06-01,Calgary,Townhouse,462354.42,2077.32,1148,3445,799,-0.0083,0.0298,105621.07
2025-07-01,Calgary,Townhouse,454423.74,1855.75,936,3780,50,0.0039,0.0238,104325.46
2025-08-01,Calgary,Townhouse,462804.81,2210.6,902,3670,265,0.004,0.0295,105360.62
2025-09-01,Calgary,Townhouse,452563.5,1850.64,767,3559,393,-0.0053,0.0255,102694.74
2025-10-01,Calgary,Townhouse,459349.06,1948.28,912,3303,308,0.0079,0.0267,105930.51
2025-11-01,Calgary,Townhouse,441278.73,1838.86,900,3403,630,0.0051,0.0261,103818.45
2025-12-01,Calgary,Townhouse,442446.87,2150.54,830,3194,548,0.0096,0.0255,104052.56
2026-01-01,Calgary,Townhouse,433647.52,1876.2,940,3174,508,0.0008,0.0284,106750.5
2026-02-01,Calgary,Townhouse,425911.24,1819.98,741,3420,728,0.0116,0.0265,104385.36
2026-03-01,Calgary,Townhouse,418164.73,2336.01,682,3456,564,-0.007,0.0276,106085.12
2026-04-01,Calgary,Townhouse,433344.96,2032.43,980,3366,356,0.0134,0.0321,108414.22
2026-05-01,Calgary,Townhouse,434511.08,2030.57,893,3412,375,0.0006,0.0279,107380.75
2026-06-01,Calgary,Townhouse,442173.74,2258.02,732,3349,342,0.0012,0.0272,105952.61
2022-01-01,Montreal,Condo,426535.88,1980.19,490,2235,618,0.0053,0.0231,84876.36
2022-02-01,Montreal,Condo,433113.06,2107.38,1045,2316,496,-0.0045,0.0252,84005.78
2022-03-01,Montreal,Condo,434101.57,2251.34,888,2179,388,0.0065,0.0225,84459.91
2022-04-01,Montreal,Condo,433643.7,2282.5,769,2203,919,-0.0035,0.0224,84498.48
2022-05-01,Montreal,Condo,433143.7,1815.12,538,1921,380,-0.0035,0.0242,86164.71
2022-06-01,Montreal,Condo,428007.0,1580.18,479,2055,678,-0.0012,0.0242,85300.51
2022-07-01,Montreal,Condo,430663.03,1765.6,1237,2164,534,0.0026,0.0227,84910.8
2022-08-01,Montreal,Condo,434555.16,2102.83,1101,1935,565,0.0047,0.0245,84759.09
2022-09-01,Montreal,Condo,432459.82,1849.93,850,1850,484,-0.002,0.028,84899.72
2022-10-01,Montreal,Condo,434785.27,1939.66,796,1757,403,-0.0071,0.0218,85589.29
2022-11-01,Montreal,Condo,436583.33,1607.69,1214,1767,567,0.0032,0.0205,85184.68
2022-12-01,Montreal,Condo,434344.76,1743.8,1069,1715,530,-0.0043,0.0215,86329.17
2023-01-01,Montreal,Condo,433315.96,1674.8,902,1870,451,0.0041,0.0252,87364.36
2023-02-01,Montreal,Condo,435433.31,2021.45,799,1804,476,0.0011,0.0229,88513.75
2023-03-01,Montreal,Condo,433953.71,2193.91,868,1694,428,0.0055,0.0275,88929.95
2023-04-01,Montreal,Condo,436786.57,2145.64,1053,1674,574,0.006,0.0266,88452.43
2023-05-01,Montreal,Condo,433089.61,988.44,919,1554,611,0.0023,0.0225,86447.08
2023-06-01,Montreal,Condo,434228.47,2121.8,639,1493,487,0.0005,0.0268,87341.83
2023-07-01,Montreal,Condo,439274.95,1810.9,941,1346,525,0.0069,0.022,86079.8
2023-08-01,Montreal,Condo,440596.08,1650.39,1122,1449,582,-0.0058,0.0269,86941.99
2023-09-01,Montreal,Condo,448028.3,1814.91,572,1298,368,0.0003,0.0299,87733.18
2023-10-01,Montreal,Condo,446765.5,1729.03,769,1375,269,-0.0011,0.0279,88326.38
2023-11-01,Montreal,Condo,436406.5,1573.17,1272,1367,667,-0.0064,0.0242,86391.19
2023-12-01,Montreal,Condo,442602.64,2234.48,1094,1290,633,0.0014,0.0285,87833.02
2024-01-01,Montreal,Condo,446626.73,2348.29,1239,1252,664,0.0019,0.026,90536.21
2024-02-01,Montreal,Condo,450252.47,2137.47,600,943,689,0.0125,0.0269,87989.8
2024-03-01,Montreal,Condo,449911.85,1881.57,939,1106,497,0.0012,0.0272,89711.96
2024-04-01,Montreal,Condo,454350.24,1798.06,1048,1053,702,0.0083,0.0259,89827.12
2024-05-01,Montreal,Condo,459884.38,1954.8,593,965,117,0.0026,0.0307,88650.94
2024-06-01,Montreal,Condo,452282.34,1805.26,1083,1104,535,0.0045,0.026,89622.31
2024-07-01,Montreal,Condo,459650.56,1951.45,898,1174,589,0.001,0.0253,90112.92
2024-08-01,Montreal,Condo,454259.57,2315.47,508,949,652,0.0031,0.0273,89359.29
2024-09-01,Montreal,Condo,457228.35,2345.86,947,930,251,-0.0012,0.0248,89492.84
2024-10-01,Montreal,Condo,463943.79,2778.87,975,858,721,0.01,0.026,88211.55
2024-11-01,Montreal,Condo,462782.47,2293.03,891,1131,525,-0.0015,0.026,88830.82
2024-12-01,Montreal,Condo,458517.9,2403.78,1030,1316,463,-0.0045,0.0265,88404.88
2025-01-01,Montreal,Condo,457414.87,2274.44,932,1253,424,0.0122,0.0248,90537.34
2025-02-01,Montreal,Condo,468679.07,2039.13,1063,1327,649,0.0076,0.0248,91316.43
2025-03-01,Montreal,Condo,471601.69,1330.35,822,1288,457,0.0086,0.0256,91338.18
2025-04-01,Montreal,Condo,467385.08,1976.43,730,1251,610,0.0034,0.0301,90840.01
2025-05-01,Montreal,Condo,475297.63,1868.79,781,1228,581,0.0081,0.0284,91773.52
2025-06-01,Montreal,Condo,482380.48,2520.13,674,1469,494,0.0069,0.0265,91173.29
2025-07-01,Montreal,Condo,481536.95,2296.32,1240,1578,699,-0.0033,0.0275,92265.86
2025-08-01,Montreal,Condo,482502.73,2206.16,933,1676,380,-0.004,0.0294,92449.55
2025-09-01,Montreal,Condo,482632.74,1550.52,921,1778,366,-0.0003,0.027,91750.38
2025-10-01,Montreal,Condo,488329.29,2230.12,886,1664,468,0.0058,0.0261,90432.08
2025-11-01,Montreal,Condo,474922.17,2605.64,1150,1619,706,-0.0139,0.0259,91957.03
2025-12-01,Montreal,Condo,481191.68,1843.03,892,1510,565,0.0093,0.0313,92261.44
2026-01-01,Montreal,Condo,488575.98,1926.18,972,1390,450,0.0007,0.0317,94578.73
2026-02-01,Montreal,Condo,506382.71,1975.37,933,1369,298,0.0052,0.025,93331.26
2026-03-01,Montreal,Condo,520039.27,2493.39,855,1149,752,0.002,0.0291,92272.46
2026-04-01,Montreal,Condo,516135.41,1983.3,1059,1109,519,-0.0019,0.028,93368.84
2026-05-01,Montreal,Condo,531177.91,2722.34,673,1168,184,0.0025,0.0295,91611.26
2026-06-01,Montreal,Condo,518978.5,2765.89,888,1456,507,-0.0093,0.0297,93596.0
2022-01-01,Montreal,Detached,716925.71,3514.32,1231,1346,328,-0.0014,0.0209,84873.37
2022-02-01,Montreal,Detached,726394.13,3178.09,804,1239,473,0.007,0.0256,85927.16
2022-03-01,Montreal,Detached,727729.02,2171.85,1054,1585,227,0.0002,0.0232,85778.88
2022-04-01,Montreal,Detached,724904.38,3796.0,1040,1600,554,-0.0019,0.0264,84762.19
2022-05-01,Montreal,Detached,725706.65,2860.44,708,1741,522,0.0089,0.0238,85790.59
2022-06-01,Montreal,Detached,737137.98,2959.02,866,1791,354,0.004,0.0248,85414.48
2022-07-01,Montreal,Detached,756633.19,3481.86,1039,1714,365,-0.0091,0.0251,85262.65
2022-08-01,Montreal,Detached,741618.3,3639.07,721,1885,647,-0.0113,0.0223,84321.04
2022-09-01,Montreal,Detached,752224.76,3492.07,703,1702,629,0.0045,0.0263,85544.24
2022-10-01,Montreal,Detached,759766.44,3498.78,627,1637,472,-0.0052,0.0264,85112.09
2022-11-01,Montreal,Detached,746987.14,3074.49,881,1430,678,0.0024,0.0242,84676.55
2022-12-01,Montreal,Detached,767032.05,3090.61,1151,1355,611,0.0063,0.0199,84858.85
2023-01-01,Montreal,Detached,768824.79,2856.08,1125,1186,669,-0.0009,0.029,87255.67
2023-02-01,Montreal,Detached,762198.69,4307.27,928,1161,479,0.0053,0.0286,87451.88
2023-03-01,Montreal,Detached,781497.38,3893.14,732,1257,312,0.0106,0.0276,87133.38
2023-04-01,Montreal,Detached,793122.36,3960.87,610,1410,464,0.0072,0.024,86905.7
2023-05-01,Montreal,Detached,797597.71,3278.18,891,1546,523,-0.0131,0.0243,87791.9
2023-06-01,Montreal,Detached,798366.35,4482.09,992,1184,184,-0.0083,0.0272,86982.32
2023-07-01,Montreal,Detached,791705.64,3336.42,424,1178,96,0.0062,0.0281,89449.42
2023-08-01,Montreal,Detached,801952.4,4554.88,1006,1223,399,0.0132,0.0272,85502.85
2023-09-01,Montreal,Detached,805080.24,3784.2,851,1149,701,0.0117,0.0251,87450.23
2023-10-01,Montreal,Detached,830507.0,2753.25,592,1175,497,0.0205,0.0292,87158.09
2023-11-01,Montreal,Detached,838343.69,3893.69,1065,1407,260,0.0101,0.025,88169.55
2023-12-01,Montreal,Detached,860277.71,3270.75,868,1410,454,0.0055,0.0246,87508.02
2024-01-01,Montreal,Detached,840451.54,4375.93,924,1222,619,0.0014,0.0227,90750.05
2024-02-01,Montreal,Detached,857313.4,3184.53,730,1158,618,0.0028,0.0264,90287.03
2024-03-01,Montreal,Detached,871336.75,3440.86,1193,1125,222,0.0041,0.0296,88398.11
2024-04-01,Montreal,Detached,860641.41,3713.43,1049,1224,591,0.0094,0.0279,88994.96
2024-05-01,Montreal,Detached,883163.03,4882.32,530,1345,371,0.0147,0.0296,88292.21
2024-06-01,Montreal,Detached,886040.75,4895.36,957,1296,707,0.0126,0.0273,86498.84
2024-07-01,Montreal,Detached,878801.23,3808.01,1073,1273,402,0.0091,0.0283,89808.78
2024-08-01,Montreal,Detached,886398.47,4973.38,1066,1466,612,0.0026,0.0253,88659.98
2024-09-01,Montreal,Detached,870576.43,4567.33,899,1463,494,-0.0005,0.0239,87782.49
2024-10-01,Montreal,Detached,873749.43,3152.64,1076,1434,662,-0.0037,0.0207,88305.18
2024-11-01,Montreal,Detached,853659.18,4102.43,917,1263,439,-0.004,0.0275,89503.41
2024-12-01,Montreal,Detached,863703.7,3296.42,501,1105,541,0.0047,0.0255,88178.74
2025-01-01,Montreal,Detached,894550.38,3967.11,946,1074,434,-0.0038,0.0311,92313.98
2025-02-01,Montreal,Detached,934113.16,4595.33,515,1176,506,0.008,0.0286,93204.05
2025-03-01,Montreal,Detached,959227.78,3640.65,854,1254,434,0.0068,0.0297,90164.38
2025-04-01,Montreal,Detached,991161.87,4904.62,1299,1164,580,0.0016,0.0276,91442.52
2025-05-01,Montreal,Detached,979115.17,3074.86,1000,1260,782,-0.0081,0.0309,90715.08
2025-06-01,Montreal,Detached,994705.42,4339.53,745,1340,374,-0.0067,0.0249,92094.3
2025-07-01,Montreal,Detached,989286.95,3840.07,728,1386,555,-0.0,0.0271,90797.24
2025-08-01,Montreal,Detached,995241.44,4219.35,917,1262,430,0.0114,0.0282,89907.82
2025-09-01,Montreal,Detached,985298.53,5207.54,836,1424,540,0.0009,0.0286,92211.36
2025-10-01,Montreal,Detached,978485.64,4173.05,928,1391,377,0.0032,0.0308,91716.67
2025-11-01,Montreal,Detached,974674.07,4370.48,847,1366,397,0.0044,0.029,89532.49
2025-12-01,Montreal,Detached,996199.49,3438.98,1025,1270,440,-0.0051,0.0267,92939.53
2026-01-01,Montreal,Detached,987043.88,4743.79,725,1219,384,-0.0038,0.0263,94147.67
2026-02-01,Montreal,Detached,982586.76,5403.69,867,1344,534,-0.0045,0.031,92447.85
2026-03-01,Montreal,Detached,998902.57,5009.86,765,1599,607,0.0092,0.0276,92578.46
2026-04-01,Montreal,Detached,1019120.04,4209.53,908,1384,726,-0.007,0.0291,94135.63
2026-05-01,Montreal,Detached,1011228.06,4243.24,254,1250,541,-0.003,0.0271,92088.16
2026-06-01,Montreal,Detached,1030573.28,5208.25,421,1239,468,0.0084,0.0281,93955.31
2022-01-01,Montreal,Townhouse,530311.66,2499.42,1016,1501,515,0.0011,0.0244,84715.45
2022-02-01,Montreal,Townhouse,525128.86,1981.75,1207,1569,349,0.0031,0.0251,84513.23
2022-03-01,Montreal,Townhouse,536293.58,2245.66,780,1415,518,-0.0021,0.0229,85181.82
2022-04-01,Montreal,Townhouse,531096.44,2237.22,1070,1489,333,-0.0066,0.0226,85176.71
2022-05-01,Montreal,Townhouse,528387.01,2400.78,643,1578,622,-0.0038,0.0243,84772.17
2022-06-01,Montreal,Townhouse,541037.17,2010.27,471,1592,563,0.0063,0.0265,83608.65
2022-07-01,Montreal,Townhouse,540745.5,2538.66,924,1518,292,-0.0,0.0263,84745.41
2022-08-01,Montreal,Townhouse,532293.9,2161.36,987,1608,709,-0.0021,0.0251,83789.46
2022-09-01,Montreal,Townhouse,533181.56,2804.8,1029,1526,547,0.0068,0.0268,84575.93
2022-10-01,Montreal,Townhouse,545206.7,3004.67,648,1758,314,0.0074,0.0281,86336.31
2022-11-01,Montreal,Townhouse,542599.22,2127.65,1092,1797,693,-0.0003,0.0288,83732.48
2022-12-01,Montreal,Townhouse,542660.84,1644.92,699,1529,517,-0.0034,0.0233,84649.18
2023-01-01,Montreal,Townhouse,545165.1,2253.64,848,1705,308,0.0056,0.0227,87280.26
2023-02-01,Montreal,Townhouse,541904.61,2578.0,1046,1779,589,-0.0089,0.0227,85574.86
2023-03-01,Montreal,Townhouse,530562.04,2405.53,904,1776,632,-0.005,0.025,87384.86
2023-04-01,Montreal,Townhouse,523654.39,1870.0,591,1922,794,0.005,0.0255,87683.45
2023-05-01,Montreal,Townhouse,521422.4,2780.97,1463,1806,498,-0.0007,0.0243,86619.15
2023-06-01,Montreal,Townhouse,526845.5,1841.48,1101,1757,463,0.0161,0.0233,86988.15
2023-07-01,Montreal,Townhouse,535889.38,2316.89,1181,1861,347,0.007,0.0253,86369.4
2023-08-01,Montreal,Townhouse,548036.78,2442.8,825,1910,438,0.0086,0.026,86767.96
2023-09-01,Montreal,Townhouse,541632.82,2377.2,941,1895,462,-0.005,0.0253,87613.38
2023-10-01,Montreal,Townhouse,547923.47,2337.69,788,1938,456,0.0011,0.0255,86926.39
2023-11-01,Montreal,Townhouse,546907.94,2681.12,556,2075,697,0.004,0.0273,87861.01
2023-12-01,Montreal,Townhouse,536776.09,2134.81,307,2100,645,0.0127,0.0248,86146.45
2024-01-01,Montreal,Townhouse,529568.84,2552.86,598,1973,330,-0.0069,0.0267,88832.83
2024-02-01,Montreal,Townhouse,522948.99,2768.85,932,2057,577,-0.0038,0.0233,89669.58
2024-03-01,Montreal,Townhouse,531322.47,2189.65,1239,2008,616,0.0152,0.026,88980.19
2024-04-01,Montreal,Townhouse,544594.06,2455.99,1434,1869,337,0.0065,0.0271,89791.54
2024-05-01,Montreal,Townhouse,537656.6,1791.64,1265,1757,613,0.0052,0.0283,87511.9
2024-06-01,Montreal,Townhouse,541772.98,1415.41,927,1693,256,0.0048,0.0233,88136.25
2024-07-01,Montreal,Townhouse,566230.39,2320.13,955,1861,485,-0.0074,0.0266,89792.83
2024-08-01,Montreal,Townhouse,575604.61,2282.1,1064,1971,344,0.0071,0.0265,87333.1
2024-09-01,Montreal,Townhouse,584843.62,3153.69,628,2016,670,-0.0045,0.0291,88432.71
2024-10-01,Montreal,Townhouse,589588.9,3058.53,1270,1725,329,0.0007,0.0266,89603.61
2024-11-01,Montreal,Townhouse,582671.26,2514.99,943,1760,503,0.0062,0.0223,88533.31
2024-12-01,Montreal,Townhouse,604344.37,3324.67,830,1724,476,0.0102,0.0254,89556.25
2025-01-01,Montreal,Townhouse,603768.21,2321.25,889,1753,219,-0.0001,0.0268,92369.53
2025-02-01,Montreal,Townhouse,607184.44,2796.58,932,2033,734,0.0065,0.028,90869.59
2025-03-01,Montreal,Townhouse,632906.85,3332.57,906,1922,560,0.0074,0.0267,91179.9
2025-04-01,Montreal,Townhouse,644478.59,3140.45,1301,2030,436,0.0071,0.0284,91957.55
2025-05-01,Montreal,Townhouse,648538.84,3484.32,909,1808,533,0.0067,0.0282,92700.31
2025-06-01,Montreal,Townhouse,638776.01,1979.3,696,1671,655,0.0034,0.0262,92987.86
2025-07-01,Montreal,Townhouse,635534.75,2528.41,486,1805,381,0.0024,0.0221,91914.0
2025-08-01,Montreal,Townhouse,646323.04,2956.9,646,1945,490,0.0116,0.0262,90672.1
2025-09-01,Montreal,Townhouse,652404.28,3041.76,1155,1770,672,0.0107,0.0271,90446.88
2025-10-01,Montreal,Townhouse,649767.99,2649.0,800,1803,251,0.0013,0.0283,90172.44
2025-11-01,Montreal,Townhouse,647993.64,3690.07,1185,1789,480,0.002,0.0281,91949.46
2025-12-01,Montreal,Townhouse,636156.75,2625.11,646,2035,421,0.0085,0.0302,92716.75
2026-01-01,Montreal,Townhouse,643749.68,2300.31,1421,1999,379,-0.002,0.0301,94123.19
2026-02-01,Montreal,Townhouse,644084.59,2695.93,826,2064,602,0.0061,0.0277,92461.93
2026-03-01,Montreal,Townhouse,646991.15,2587.92,1257,2050,396,0.0047,0.0282,94293.82
2026-04-01,Montreal,Townhouse,661502.96,3453.98,1012,2059,464,0.003,0.027,95365.33
2026-05-01,Montreal,Townhouse,658175.17,3379.69,821,2069,465,-0.0018,0.0285,92471.17
2026-06-01,Montreal,Townhouse,661687.54,3213.9,873,2124,651,0.0024,0.0299,93369.46
